  x,y,z,rho,u,v,w,p
    -1.651276,     10.425747,      0.000000,      0.449713,    427.286407,     25.551140,      0.000000,  27066.685547
    -1.466466,     10.434417,      0.000000,      0.438179,    432.565948,     15.235068,      0.000000,  26111.222656
    -1.281693,     10.438582,      0.000000,      0.426888,    437.517639,      4.788385,      0.000000,  25184.960938
    -1.097105,     10.438283,      0.000000,      0.415848,    442.135590,     -5.770105,      0.000000,  24288.125000
    -0.912823,     10.433597,      0.000000,      0.405086,    446.412720,    -16.416973,      0.000000,  23422.513672
    -0.728954,     10.424582,      0.000000,      0.394613,    450.344452,    -27.126451,      0.000000,  22588.318359
    -0.545638,     10.411326,      0.000000,      0.384453,    453.930664,    -37.871243,      0.000000,  21787.013672
    -0.362964,     10.393909,      0.000000,      0.374598,    457.175049,    -48.628193,      0.000000,  21017.263672
    -0.181051,     10.372419,      0.000000,      0.365058,    460.084045,    -59.378662,      0.000000,  20279.339844
     0.000000,     10.346951,      0.000000,      0.355814,    462.660278,    -70.104622,      0.000000,  19571.169922
     0.180091,     10.317588,      0.000000,      0.346902,    464.902069,    -80.783569,      0.000000,  18894.960938
     0.359142,     10.284453,      0.000000,      0.338333,    466.813385,    -91.384056,      0.000000,  18250.923828
     0.537053,     10.247637,      0.000000,      0.330114,    468.411835,   -101.882034,      0.000000,  17638.869141
     0.713764,     10.207267,      0.000000,      0.322208,    469.694580,   -112.260353,      0.000000,  17055.574219
     0.889185,     10.163430,      0.000000,      0.314657,    470.729980,   -122.447609,      0.000000,  16503.365234
     1.063266,     10.116265,      0.000000,      0.307358,    471.264099,   -132.151382,      0.000000,  15974.978516
     1.235937,     10.065868,      0.000000,      0.301994,    471.604584,   -141.378189,      0.000000,  15586.970703
     1.407146,     10.012379,      0.000000,      0.298915,    460.634979,   -142.062302,      0.000000,  15394.647461
     1.576855,      9.955894,      0.000000,      0.345526,    433.452057,   -119.757591,      0.000000,  19218.447266
     1.750372,      9.926865,      0.000000,      0.408782,    420.616333,    -93.199181,      0.000000,  24343.712891
     1.923355,      9.894800,      0.000000,      0.418222,    422.785156,    -78.397385,      0.000000,  25111.228516
     2.095753,      9.859732,      0.000000,      0.402310,    428.151062,    -79.421967,      0.000000,  23801.214844
     2.267506,      9.821650,      0.000000,      0.385675,    431.211151,    -90.855492,      0.000000,  22456.833984
     2.438574,      9.780583,      0.000000,      0.376177,    431.596100,   -104.597076,      0.000000,  21695.857422
     2.608896,      9.736534,      0.000000,      0.371732,    431.016541,   -116.079132,      0.000000,  21338.402344
     2.778421,      9.689521,      0.000000,      0.368476,    430.713074,   -124.967751,      0.000000,  21076.113281
     2.947109,      9.639555,      0.000000,      0.364325,    430.892395,   -132.650604,      0.000000,  20744.615234
     3.114891,      9.586654,      0.000000,      0.359078,    431.235596,   -140.300095,      0.000000,  20329.144531
     3.281725,      9.530831,      0.000000,      0.353325,    431.414764,   -148.351532,      0.000000,  19877.097656
     3.447562,      9.472105,      0.000000,      0.347608,    431.289429,   -156.741119,      0.000000,  19430.912109
     3.612349,      9.410496,      0.000000,      0.342139,    430.868011,   -165.266724,      0.000000,  19006.902344
     3.776038,      9.346015,      0.000000,      0.336913,    430.201630,   -173.786392,      0.000000,  18604.179688
     3.938569,      9.278691,      0.000000,      0.331874,    429.330750,   -182.255951,      0.000000,  18218.279297
     4.099909,      9.208544,      0.000000,      0.326944,    428.268158,   -190.691177,      0.000000,  17843.115234
     4.259990,      9.135585,      0.000000,      0.322114,    426.996490,   -199.111984,      0.000000,  17477.677734
     4.418780,      9.059843,      0.000000,      0.317433,    425.499359,   -207.518951,      0.000000,  17125.677734
     4.576219,      8.981351,      0.000000,      0.312910,    423.774200,   -215.907944,      0.000000,  16787.570312
     4.732277,      8.900116,      0.000000,      0.308543,    421.813934,   -224.271805,      0.000000,  16462.978516
     4.886885,      8.816169,      0.000000,      0.304368,    419.607697,   -232.596909,      0.000000,  16154.426758
     5.040000,      8.729542,      0.000000,      0.300406,    417.145966,   -240.865067,      0.000000,  15863.188477
     5.191583,      8.640243,      0.000000,      0.296697,    414.414062,   -249.051971,      0.000000,  15591.936523
     5.341584,      8.548324,      0.000000,      0.293293,    411.405060,   -257.135925,      0.000000,  15344.246094
     5.489961,      8.453804,      0.000000,      0.290194,    408.109375,   -265.106079,      0.000000,  15119.842773
     5.636665,      8.356703,      0.000000,      0.287446,    404.500427,   -272.943909,      0.000000,  14921.759766
     5.781656,      8.257051,      0.000000,      0.285128,    400.548401,   -280.612793,      0.000000,  14755.405273
