  x,y,z,rho,u,v,w,p
     2.881360,      0.600000,      0.000000,      1.050089,    153.857468,      9.988794,      0.000000,  86881.609375
     3.050850,      0.600640,      0.000000,      1.051813,    152.159821,     14.246423,      0.000000,  87081.757812
     3.220340,      0.611856,      0.000000,      1.050947,    152.082336,     19.827023,      0.000000,  86982.171875
     3.389830,      0.636336,      0.000000,      1.046522,    154.379135,     26.089251,      0.000000,  86467.968750
     3.559320,      0.672352,      0.000000,      1.037909,    159.317001,     32.298092,      0.000000,  85473.656250
     3.728810,      0.717360,      0.000000,      1.025222,    166.867096,     37.675835,      0.000000,  84013.398438
     3.898310,      0.768184,      0.000000,      1.008758,    176.767746,     41.596684,      0.000000,  82130.679688
     4.067800,      0.821256,      0.000000,      0.988888,    188.695053,     43.442566,      0.000000,  79873.562500
     4.237290,      0.872832,      0.000000,      0.966642,    202.015244,     42.640556,      0.000000,  77368.343750
     4.406780,      0.919272,      0.000000,      0.943095,    215.918243,     38.736134,      0.000000,  74742.210938
     4.576270,      0.957312,      0.000000,      0.920541,    229.119263,     31.421484,      0.000000,  72250.929688
     4.745760,      0.984264,      0.000000,      0.901589,    239.983261,     20.733906,      0.000000,  70178.593750
     4.915250,      0.998232,      0.000000,      0.890515,    246.284973,      7.315911,      0.000000,  68977.281250
     5.084750,      0.998232,      0.000000,      0.890307,    246.344772,     -7.186835,      0.000000,  68960.554688
     5.254240,      0.984264,      0.000000,      0.901411,    240.054245,    -20.633055,      0.000000,  70166.085938
     5.423730,      0.957312,      0.000000,      0.920198,    229.210327,    -31.357296,      0.000000,  72218.164062
     5.593220,      0.919272,      0.000000,      0.942941,    215.942459,    -38.670376,      0.000000,  74721.742188
     5.762710,      0.872832,      0.000000,      0.966395,    202.044373,    -42.586979,      0.000000,  77334.718750
     5.932200,      0.821256,      0.000000,      0.988751,    188.741852,    -43.409172,      0.000000,  79850.804688
     6.101700,      0.768184,      0.000000,      1.008541,    176.922562,    -41.591984,      0.000000,  82099.468750
     6.271190,      0.717360,      0.000000,      1.025096,    167.119232,    -37.698818,      0.000000,  83991.382812
     6.440680,      0.672352,      0.000000,      1.037760,    159.686783,    -32.334290,      0.000000,  85448.570312
     6.610170,      0.636336,      0.000000,      1.046376,    154.795792,    -26.127850,      0.000000,  86444.625000
     6.779660,      0.611856,      0.000000,      1.050792,    152.514420,    -19.850567,      0.000000,  86959.109375
     6.949150,      0.600640,      0.000000,      1.051630,    152.390488,    -14.269393,      0.000000,  87059.929688
     7.118640,      0.600000,      0.000000,      1.049895,    153.970108,     -9.970407,      0.000000,  86858.968750
     7.288140,      0.600000,      0.000000,      1.047466,    155.854095,     -6.994932,      0.000000,  86577.398438
     7.457630,      0.600000,      0.000000,      1.044814,    157.722733,     -4.995375,      0.000000,  86271.335938
     7.627120,      0.600000,      0.000000,      1.042714,    159.262161,     -3.705607,      0.000000,  86027.617188
     7.796610,      0.600000,      0.000000,      1.040917,    160.494644,     -2.794034,      0.000000,  85820.812500
     7.966100,      0.600000,      0.000000,      1.039526,    161.486862,     -2.138778,      0.000000,  85659.007812
     8.135590,      0.600000,      0.000000,      1.038391,    162.263489,     -1.665694,      0.000000,  85530.320312
     8.305090,      0.600000,      0.000000,      1.037477,    162.900955,     -1.305287,      0.000000,  85422.585938
     8.474580,      0.600000,      0.000000,      1.036766,    163.391068,     -1.032382,      0.000000,  85342.851562
     8.644070,      0.600000,      0.000000,      1.036143,    163.810043,     -0.819575,      0.000000,  85269.156250
     8.813560,      0.600000,      0.000000,      1.035695,    164.120605,     -0.664842,      0.000000,  85219.210938
     8.983050,      0.600000,      0.000000,      1.035257,    164.406006,     -0.534631,      0.000000,  85167.031250
     9.152540,      0.600000,      0.000000,      1.034968,    164.608826,     -0.436261,      0.000000,  85135.554688
     9.322030,      0.600000,      0.000000,      1.034649,    164.812836,     -0.358352,      0.000000,  85097.601562
     9.491530,      0.600000,      0.000000,      1.034456,    164.950256,     -0.296106,      0.000000,  85075.937500
     9.661020,      0.600000,      0.000000,      1.034185,    165.121140,     -0.236003,      0.000000,  85044.773438
     9.830510,      0.600000,      0.000000,      1.033983,    165.256149,     -0.221927,      0.000000,  85021.390625
    10.000000,      0.600000,      0.000000,      1.032853,    165.376465,     -0.222571,      0.000000,  84922.117188
     0.000000,      0.750000,      0.000000,      1.034633,    164.733627,      0.029390,      0.000000,  85099.273438
     0.169490,      0.750000,      0.000000,      1.034660,    164.807831,      0.072450,      0.000000,  85100.953125
     0.338980,      0.750000,      0.000000,      1.034725,    164.767166,      0.149292,      0.000000,  85108.187500
     0.508470,      0.750000,      0.000000,      1.034845,    164.701279,      0.235552,      0.000000,  85121.617188
     0.677970,      0.750000,      0.000000,      1.034987,    164.607391,      0.334671,      0.000000,  85137.726562
     0.847460,      0.750000,      0.000000,      1.035199,    164.478943,      0.453507,      0.000000,  85162.554688
     1.016950,      0.750000,      0.000000,      1.035440,    164.316650,      0.596054,      0.000000,  85190.054688
     1.186440,      0.750000,      0.000000,      1.035773,    164.101974,      0.775766,      0.000000,  85228.804688
     1.355930,      0.750000,      0.000000,      1.036151,    163.837173,      0.994569,      0.000000,  85272.835938
     1.525420,      0.750000,      0.000000,      1.036661,    163.501755,      1.274408,      0.000000,  85330.984375
     1.694920,      0.750000,      0.000000,      1.037254,    163.085297,      1.624838,      0.000000,  85399.953125
     1.864410,      0.750000,      0.000000,      1.038019,    162.567734,      2.082847,      0.000000,  85487.195312
     2.033900,      0.750000,      0.000000,      1.038927,    161.926376,      2.677394,      0.000000,  85592.835938
     2.203390,      0.750000,      0.000000,      1.040056,    161.135529,      3.476224,      0.000000,  85722.750000
     2.372880,      0.750000,      0.000000,      1.041372,    160.186371,      4.548151,      0.000000,  85875.429688
     2.542370,      0.750000,      0.000000,      1.042941,    159.042831,      6.049176,      0.000000,  86055.492188
     2.711860,      0.750000,      0.000000,      1.044459,    157.880783,      8.155229,      0.000000,  86231.867188
     2.881360,      0.750000,      0.000000,      1.045745,    156.747925,     11.048926,      0.000000,  86379.757812
     3.050850,      0.750600,      0.000000,      1.045981,    156.371262,     14.917556,      0.000000,  86405.601562
     3.220340,      0.761115,      0.000000,      1.044148,    157.177505,     19.586220,      0.000000,  86193.281250
     3.389830,      0.784065,      0.000000,      1.039323,    159.808731,     24.708805,      0.000000,  85636.484375
     3.559320,      0.817830,      0.000000,      1.031078,    164.614609,     29.650576,      0.000000,  84686.820312
     3.728810,      0.860025,      0.000000,      1.019506,    171.523987,     33.794960,      0.000000,  83359.476562
     3.898310,      0.907673,      0.000000,      1.004774,    180.382233,     36.593575,      0.000000,  81677.671875
     4.067800,      0.957428,      0.000000,      0.987639,    190.723495,     37.522274,      0.000000,  79734.367188
     4.237290,      1.005780,      0.000000,      0.968793,    202.002380,     36.195686,      0.000000,  77611.914062
     4.406780,      1.049317,      0.000000,      0.949706,    213.360123,     32.305710,      0.000000,  75479.492188
     4.576270,      1.084980,      0.000000,      0.931886,    223.803879,     25.770327,      0.000000,  73503.421875
     4.745760,      1.110247,      0.000000,      0.917787,    232.019104,     16.740541,      0.000000,  71949.781250
     4.915250,      1.123343,      0.000000,      0.909759,    236.646545,      5.856336,      0.000000,  71066.453125
     5.084750,      1.123343,      0.000000,      0.909827,    236.642303,     -5.751174,      0.000000,  71070.929688
     5.254240,      1.110247,      0.000000,      0.917727,    232.063019,    -16.654892,      0.000000,  71939.054688
     5.423730,      1.084980,      0.000000,      0.931812,    223.876114,    -25.698936,      0.000000,  73496.898438
     5.593220,      1.049317,      0.000000,      0.949460,    213.472137,    -32.257809,      0.000000,  75461.101562
     5.762710,      1.005780,      0.000000,      0.968612,    202.075272,    -36.139538,      0.000000,  77603.367188
     5.932200,      0.957428,      0.000000,      0.987396,    190.728424,    -37.464745,      0.000000,  79716.804688
     6.101700,      0.907673,      0.000000,      1.004624,    180.266708,    -36.510693,      0.000000,  81668.906250
     6.271190,      0.860025,      0.000000,      1.019317,    171.322708,    -33.709309,      0.000000,  83346.210938
     6.440680,      0.817830,      0.000000,      1.030939,    164.332809,    -29.550035,      0.000000,  84679.882812
     6.610170,      0.784065,      0.000000,      1.039137,    159.514832,    -24.625359,      0.000000,  85624.343750
     6.779660,      0.761115,      0.000000,      1.044022,    156.857971,    -19.528898,      0.000000,  86185.546875
     6.949150,      0.750600,      0.000000,      1.045771,    156.202042,    -14.862967,      0.000000,  86387.195312
